draft_id,skeleton_arguments_id,case_doc_id,input_type,model_used,generated_at,citation_index,citation,citation_normalized,citation_type,pinpoint,principle,application,binding_authority,linked_source_case_count,source_case_ids,source_case_titles,source_case_citations,citation_used_for_matching,search_id,verification_status,citation_in_linked_retrieval,citation_in_corpus_registry,match_method,match_score,matched_retrieved_case_id,matched_retrieved_case_title,explicit_source_case_id,explicit_source_case_title,matched_corpus_case_id,matched_corpus_case_title,invalid_source_case_ids,citation_identifier_conflict,manual_review_required,review_reason
cmmf22axa000h04jxcpnnecs0,cmlzne5ed000204ju2xa40q49,ew-cases-EWCA-Civ-2024-1,real,gpt-4o-mini,2026-03-06 15:34:40.845,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,N/A,Adequacy of reasons in judgments requires clarity when determining asset relevance directly impacts tax obligations.,Application of employed reasoning must exhibit discernible connections to operational uses pertinent to asset classification.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmmf20sg7000b04jxh5i54iyz,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmmjsmua2000q04jstd4i8p7c,cmmc45761000204jx6bd5kxqk,ca-2024-000255-ellis-v-ssj-appellant-skeleton,real,gpt-4o-mini,2026-03-09 23:09:33.769,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,at [45]-[47],Judgements must provide adequate reasoning for legal conclusions.,This applies to the determination of the adequacy of the findings in relation to A2P1 in this case.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmmjsjnvz000k04js5ptftolc,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmmjtnsdx000904l4vhap8xwc,cmmc45761000204jx6bd5kxqk,ca-2024-000255-ellis-v-ssj-appellant-skeleton,real,gpt-4o-mini,2026-03-09 23:38:17.587,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,,Adequacy of reasons in judgments,"Legal judgments must provide sufficient reasoning, particularly when affecting substantive rights such as education.",binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmmjtjuc3000304l46doynpvf,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmmjtnsdx000904l4vhap8xwc,cmmc45761000204jx6bd5kxqk,ca-2024-000255-ellis-v-ssj-appellant-skeleton,real,gpt-4o-mini,2026-03-09 23:38:17.587,2,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,,Duty to give reasons for judgments,Legal authorities must articulate their reasoning clearly to justify their conclusions about rights.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmmjtjuc3000304l46doynpvf,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmmls2r93000304jme0bpsul9,cmmdjkfi7000204jsunevvuvv,skeleton-args-ca2023004634-299a4a730fe1f43a,synthetic,gpt-4o-mini,2026-03-11 08:29:29.075,1,[2002] EWCA Civ 605,2002 ewca civ 605,case_law,N/A,Reasons must be adequate in establishing the court's rationale for decisions.,"In evaluating forfeiture, the reasons must reflect the substantiality of the breaches.",binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmmlryf16000304l5d3mrnfu5,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmmmudwct000304kzc6d15a3r,cmmmua3z1000204l47czkacss,skeleton-args-ca2021006069-a7200646d94c4a22,synthetic,gpt-4o-mini,2026-03-12 02:21:54.314,1,Caparo Industries Plc v Dickman [1990] 2 AC 605,caparo industries plc v dickman 1990 2 ac 605,case_law,,Establishes the three-part test for duty of care in negligent misstatement cases.,Applied to establish if the Respondent owed a duty of care to the Appellant regarding the accuracy of the diligence report.,binding,0,,,,Caparo Industries Plc v Dickman [1990] 2 AC 605,cmmmucao8000b04l4jyq8av83,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmmmudwct000304kzc6d15a3r,cmmmua3z1000204l47czkacss,skeleton-args-ca2021006069-a7200646d94c4a22,synthetic,gpt-4o-mini,2026-03-12 02:21:54.314,2,Moore Stephens (a firm) v Stone Rolls Ltd [2009] UKHL 39,moore stephens a firm v stone rolls ltd 2009 ukhl 39,case_law,,Sets the standards relating to auditor responsibility for providing accurate information.,Notable for informing the expectations placed on the Respondent regarding financial diligence and fraud detection capabilities.,binding,0,,,,Moore Stephens (a firm) v Stone Rolls Ltd [2009] UKHL 39,cmmmucao8000b04l4jyq8av83,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmmrr64va000h04jvzuquhz2y,cmmc45761000204jx6bd5kxqk,ca-2024-000255-ellis-v-ssj-appellant-skeleton,real,gpt-4o-mini,2026-03-15 12:50:44.132,1,[2002] EWCA Civ 605,2002 ewca civ 605,case_law,,Adequate reasons in judgments must be given; failure to do so may result in an error of law.,This principle applies where it is necessary to understand why a decision was reached and the legal basis for it.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmmrr3vbb000b04jvglqzb8az,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmmrr64va000h04jvzuquhz2y,cmmc45761000204jx6bd5kxqk,ca-2024-000255-ellis-v-ssj-appellant-skeleton,real,gpt-4o-mini,2026-03-15 12:50:44.132,2,[2000] 1 WLR 377,2000 1 wlr 377,case_law,,There exists a duty to provide reasons for judicial decisions; a failure to do so may indicate a wrongful analysis.,The decision must articulate why particular conclusions are reached to allow for an understanding of the decision’s validity.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmmrr3vbb000b04jvglqzb8az,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmmsi1xqb000h04jsef3v6skf,cmmshtbz8000204jsdrli49qe,karpasitis-v-hertfordshire-county-council,real,gpt-4o-mini,2026-03-16 01:23:17.889,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,[37],Judgments should provide adequate reasoning and not lead to unfairness due to lack of clarity.,Insights into the necessity for thorough reasoning in judicial decisions to ensure interpretations align with statutory frameworks and public expectations.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmmshur54000b04jsgyo6bz98,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmmsi1xqb000h04jsef3v6skf,cmmshtbz8000204jsdrli49qe,karpasitis-v-hertfordshire-county-council,real,gpt-4o-mini,2026-03-16 01:23:17.889,2,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,[63],Parties must receive clear reasoning for decisions related to their circumstances and interests.,Cited in cases of procedural justice to advocate for transparency in decision-making processes underneath statutory obligations.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmmshur54000b04jsgyo6bz98,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmmsiews2000304lgc3ooyg67,cmmshtbz8000204jsdrli49qe,karpasitis-v-hertfordshire-county-council,real,gpt-4o-mini,2026-03-16 01:33:23.182,1,Chapman v. Mid and South Sussex NHS Foundation Trust [2023] EWHC 1290 (KB),chapman v mid and south sussex nhs foundation trust 2023 ewhc 1290 kb,case_law,,Addresses statutory control over public safety regulations for cyclists and pedestrians.,Insights into how public authority violations impact negligence claims.,persuasive,0,,,,Chapman v. Mid and South Sussex NHS Foundation Trust [2023] EWHC 1290 (KB),cmmshur54000b04jsgyo6bz98,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmmsiews2000304lgc3ooyg67,cmmshtbz8000204jsdrli49qe,karpasitis-v-hertfordshire-county-council,real,gpt-4o-mini,2026-03-16 01:33:23.182,2,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,at [45]-[47],Explores the necessity of proper reasoning in judicial decisions to prove adequate care in liability cases.,Principle impacts the Respondent’s need to justify claimed defenses comprehensively.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmmshur54000b04jsgyo6bz98,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmmxgyd9z000h04kttryogau2,cmmshtbz8000204jsdrli49qe,karpasitis-v-hertfordshire-county-council,real,gpt-4o-mini,2026-03-19 12:51:22.677,1,[2002] EWCA Civ 605,2002 ewca civ 605,case_law,,Adequacy of reasons in judgments,Essential for judgments to provide adequate reasoning for findings to ensure fairness.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmmxgv6n0000b04kt94o7km5w,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmmxgyd9z000h04kttryogau2,cmmshtbz8000204jsdrli49qe,karpasitis-v-hertfordshire-county-council,real,gpt-4o-mini,2026-03-19 12:51:22.677,2,[2000] 1 WLR 377,2000 1 wlr 377,case_law,,Duty to give reasons,Judicial mandates require clear reasoning for conclusions drawn from evidence presented.,binding,1,bc30491e-9ae6-48da-90d0-71d8a8069b22,Gorringe v. Calderdale Metropolitan Borough Council,N/A,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmmxgv6n0000b04kt94o7km5w,retrieved_id_citation_mismatch,no,no,no_match,0.0,,,bc30491e-9ae6-48da-90d0-71d8a8069b22,Gorringe v. Calderdale Metropolitan Borough Council,,,,no,yes,"The source ID is present in the retrieval, but it points to a record that does not match the generated citation."
cmmxgyd9z000h04kttryogau2,cmmshtbz8000204jsdrli49qe,karpasitis-v-hertfordshire-county-council,real,gpt-4o-mini,2026-03-19 12:51:22.677,3,"Senior Courts Act 1981, s.35A",senior courts act 1981 s 35a,legislation_or_rule,,Interest on debts and damages,Entitles successful parties to claim interest on awarded damages from the date of incident until payment.,binding,0,,,,"Senior Courts Act 1981, s.35A",cmmxgv6n0000b04kt94o7km5w,not_applicable_non_case_reference,no,no,no_match,0.0,,,,,,,,no,no,Legislation or procedural rule; not tested as a case citation.
cmmxgyd9z000h04kttryogau2,cmmshtbz8000204jsdrli49qe,karpasitis-v-hertfordshire-county-council,real,gpt-4o-mini,2026-03-19 12:51:22.677,4,[2020] 4 WLR 55,2020 4 wlr 55,case_law,,Statutory defenses are scrutinized against the standard of reasonableness and due diligence.,Examinations of claims must weigh the defense against adequate maintenance and safety assessments.,persuasive,1,52d20bb9-6964-44a6-9c32-d191ef76297c,King Lifting Ltd v Oxfordshire County Council,[2016] EWHC 1767,[2020] 4 WLR 55,cmmxgv6n0000b04kt94o7km5w,retrieved_id_citation_mismatch,no,no,no_match,0.0,,,52d20bb9-6964-44a6-9c32-d191ef76297c,King Lifting Ltd v Oxfordshire County Council [2016] EWHC 1767 (QB),,,,no,yes,"The source ID is present in the retrieval, but it points to a record that does not match the generated citation."
cmmxi2xkc000t04l8hsscxyvl,cmmxhx487000e04l8w5bketmq,ksy-juice-blends-uk-limited-v-citrosuco-gmbh,real,gpt-4o-mini,2026-03-19 13:22:55.211,1,Mamidoil v Okta [2001] 2 Lloyd's Rep 76,mamidoil v okta 2001 2 lloyd s rep 76,case_law,,Outlines enforceable contract terms and implications tied to pricing.,"Applicable where pricing provisions are vague or absent, supporting claims for reasonableness.",persuasive,0,,,,Mamidoil v Okta [2001] 2 Lloyd's Rep 76,cmmxi0nl9000n04l8myv0bd76,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmmxi2xkc000t04l8hsscxyvl,cmmxhx487000e04l8w5bketmq,ksy-juice-blends-uk-limited-v-citrosuco-gmbh,real,gpt-4o-mini,2026-03-19 13:22:55.211,2,Chartbrook Ltd v Persimmon Homes Ltd [2009] UKHL 38,chartbrook ltd v persimmon homes ltd 2009 ukhl 38,case_law,,Establishes how courts may imply reasonable terms in cases with unexplicit pricing.,Applicable to the current case regarding the feasibility of inferring a reasonable price from the contract's context.,binding,1,2d2f67c0-33b8-47de-ade5-124c90fc1a95,Chartbrook Ltd v Persimmon Homes Ltd & Ors,[2009] UKHL 38,Chartbrook Ltd v Persimmon Homes Ltd [2009] UKHL 38,cmmxi0nl9000n04l8myv0bd76,retrieved_and_cited,yes,yes,explicit_source_id+citation_identifier,1.0,2d2f67c0-33b8-47de-ade5-124c90fc1a95,Chartbrook Ltd v Persimmon Homes Ltd & Ors [2009] UKHL 38,2d2f67c0-33b8-47de-ade5-124c90fc1a95,Chartbrook Ltd v Persimmon Homes Ltd & Ors [2009] UKHL 38,2d2f67c0-33b8-47de-ade5-124c90fc1a95,Chartbrook Ltd v Persimmon Homes Ltd & Ors [2009] UKHL 38,,no,no,The explicit source ID points to a retrieved record matching the cited authority.
cmmxktfx8000904johoqmmfkm,cmmshtbz8000204jsdrli49qe,karpasitis-v-hertfordshire-county-council,real,gpt-4o-mini,2026-03-19 14:39:31.289,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,N/A,Adequacy of reasons in judgments,The court must demonstrate sufficient rationale for decisions regarding negligence claims against public authorities.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmmxkq28b000304jo5eard9id,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmmxktfx8000904johoqmmfkm,cmmshtbz8000204jsdrli49qe,karpasitis-v-hertfordshire-county-council,real,gpt-4o-mini,2026-03-19 14:39:31.289,2,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,N/A,Duty to give reasons,A requirement for clarity in decision-making in negligence; parties should be cognizant of the reasoning behind judicial conclusions.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmmxkq28b000304jo5eard9id,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmmxpdot1000h04i8q3aleh7a,cmmshtbz8000204jsdrli49qe,karpasitis-v-hertfordshire-county-council,real,gpt-4o-mini,2026-03-19 16:47:14.388,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,,A judgment must provide adequate reasons for its decision,The principles of adequate reasoning apply to this case regarding the justification of the maintenance practices.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmmxp9veu000b04i838upwih8,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmmxsk5kn000h04ldd570wr09,cmmxhmaji000604l8iyhbwnn1,greenfields--iow--limited-v-isle-of-wight-council---westridge-village-limited,real,gpt-4o-mini,2026-03-19 18:16:14.901,1,R (Burkett) v Hammersmith LBC [2002] 1 WLR 1593,r burkett v hammersmith lbc 2002 1 wlr 1593,case_law,,Duties of public bodies to act fairly and transparently when making decisions affecting public rights.,Applied to the conduct of local council members in making planning decisions.,binding,0,,,,R (Burkett) v Hammersmith LBC [2002] 1 WLR 1593,cmmxsgyjb000b04ld1tvzyr07,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmmxtzd4o000904jrjc2hdwrx,cmmxhmaji000604l8iyhbwnn1,greenfields--iow--limited-v-isle-of-wight-council---westridge-village-limited,real,gpt-4o-mini,2026-03-19 18:56:04.15,1,Regina v. London Borough of Hammersmith and Fulham (Burkett) [2002] UKHL 23,regina v london borough of hammersmith and fulham burkett 2002 ukhl 23,case_law,N/A,Addresses issues of procedural impropriety in planning decisions.,Reiterates the necessity for adherence to procedural fairness.,binding,0,,,,Regina v. London Borough of Hammersmith and Fulham (Burkett) [2002] UKHL 23,cmmxtwenv000304jr7vxcmpae,retrieved_and_cited,yes,yes,citation_identifier,1.0,379d4f20-62f5-403b-a082-fa36b82fe1c1,Regina v. London Borough of Hammersmith and Fulham (Burkett) [2002] UKHL 23,,,379d4f20-62f5-403b-a082-fa36b82fe1c1,Regina v. London Borough of Hammersmith and Fulham (Burkett) [2002] UKHL 23,,no,no,Citation text matches a case in the linked retrieval.
cmmxtzd4o000904jrjc2hdwrx,cmmxhmaji000604l8iyhbwnn1,greenfields--iow--limited-v-isle-of-wight-council---westridge-village-limited,real,gpt-4o-mini,2026-03-19 18:56:04.15,2,R (Worcestershire Acute Hospitals NHS Trust) v Malvern Hills District Council [2023] EWHC 1995 (Admin),r worcestershire acute hospitals nhs trust v malvern hills district council 2023 ewhc 1995 admin,case_law,N/A,Clarifies requirements for planning obligations and public notice.,Determines how public interest in planning is to be engaged.,persuasive,0,,,,R (Worcestershire Acute Hospitals NHS Trust) v Malvern Hills District Council [2023] EWHC 1995 (Admin),cmmxtwenv000304jr7vxcmpae,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmomnx9nj000304jkyxxg2b0k,cmmxhmaji000604l8iyhbwnn1,greenfields--iow--limited-v-isle-of-wight-council---westridge-village-limited,real,gpt-4o-mini,2026-05-01 08:40:25.371,1,R (Burkett) v Hammersmith LBC [2002] 1 WLR 1593,r burkett v hammersmith lbc 2002 1 wlr 1593,case_law,,Public authorities must follow established procedures to avoid unfairness and maintain transparency.,Decision-making procedures must be transparent and fair to avoid allegations of bias.,persuasive,0,,,,R (Burkett) v Hammersmith LBC [2002] 1 WLR 1593,cmmxtwenv000304jr7vxcmpae,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmomnx9nj000304jkyxxg2b0k,cmmxhmaji000604l8iyhbwnn1,greenfields--iow--limited-v-isle-of-wight-council---westridge-village-limited,real,gpt-4o-mini,2026-05-01 08:40:25.371,2,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,,Parties must be given reasons for decisions affecting their rights.,Failure to provide reasons can invalidate planning decisions if it leads to procedural impropriety.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmmxtwenv000304jr7vxcmpae,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cms1ps00j000j04jsbxrn9wrj,cms1pp04x000404jswgoarvrt,ca-2024-001541-the-king-on-the-application-of-respondent-skeleton,real,gpt-4o-mini,2026-07-26 11:27:58.48,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,,Adequate reasons must be provided for judicial decisions to ensure transparency and accountability.,Application of insufficient reasoning in decision-making processes undermines the statutory obligations of clarity.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cms1pq4rm000d04js91x46eaf,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cms1ps00j000j04jsbxrn9wrj,cms1pp04x000404jswgoarvrt,ca-2024-001541-the-king-on-the-application-of-respondent-skeleton,real,gpt-4o-mini,2026-07-26 11:27:58.48,2,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,,The duty to give reasons for public decisions is critical in determining lawfulness.,Failure to provide adequate reasoning may lead to assumptions of unlawfulness in decision-making.,binding,1,f5a5b44e-fcf0-40c0-9bf9-69f026b1b438,"London Borough of Enfield, R (on the application of) v Secretary of State for Transport & Ors",N/A,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cms1pq4rm000d04js91x46eaf,retrieved_id_citation_mismatch,no,no,no_match,0.0,,,f5a5b44e-fcf0-40c0-9bf9-69f026b1b438,"London Borough of Enfield, R (on the application of) v Secretary of State for Transport & Ors [2016] EWCA Civ 480",,,,no,yes,"The source ID is present in the retrieval, but it points to a record that does not match the generated citation."
cms1u865i000904jxu5huyjg5,cms1pp04x000404jswgoarvrt,ca-2024-001541-the-king-on-the-application-of-respondent-skeleton,real,gpt-4o-mini,2026-07-26 13:32:31.396,1,[2002] EWCA Civ 605,2002 ewca civ 605,case_law,N/A,Adequacy of reasons in judgments.,Requires that judicial decisions are supported by clear and substantiated reasoning to maintain accountability.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cms1u714o000304jxq0x5fnl6,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cms1u865i000904jxu5huyjg5,cms1pp04x000404jswgoarvrt,ca-2024-001541-the-king-on-the-application-of-respondent-skeleton,real,gpt-4o-mini,2026-07-26 13:32:31.396,2,[2000] 1 WLR 377,2000 1 wlr 377,case_law,N/A,Duty to give reasons.,"Mandates that parties be informed of the rationale behind a decision, particularly in administrative cases where rights are substantially affected.",binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cms1u714o000304jxq0x5fnl6,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmsbj40n7000h04jwpx41ia5n,cms1pp04x000404jswgoarvrt,ca-2024-001541-the-king-on-the-application-of-respondent-skeleton,real,gpt-4o-mini,2026-08-02 08:19:03.617,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,,An adequate level of reasoning is essential in decisions affecting public funding.,The Secretary's rationale must clearly articulate the basis for funding changes within legal mandates.,persuasive,1,bab866ef-ca70-446c-a76d-a69bb3f7f15d,"Rotala Plc, R (On the Application Of) v Greater Manchester Combined Authority & Anor",N/A,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmsbj2peo000b04jw4kua4pz9,retrieved_id_citation_mismatch,no,yes,exact_case_name,1.0,,,bab866ef-ca70-446c-a76d-a69bb3f7f15d,"Rotala Plc, R (On the Application Of) v Greater Manchester Combined Authority & Anor [2022] EWCA Civ 1048",f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,"The source ID is present in the retrieval, but it points to a record that does not match the generated citation."
cmsbj40n7000h04jwpx41ia5n,cms1pp04x000404jswgoarvrt,ca-2024-001541-the-king-on-the-application-of-respondent-skeleton,real,gpt-4o-mini,2026-08-02 08:19:03.617,2,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,,Parties must be provided reasons for decisions affecting them to ensure transparency and accountability.,"The decision must offer clear reasoning as to adjustments made regarding funding, justifying deviations from prior commitments.",binding,1,bfdd234f-62f5-43ff-afee-559e34362309,The Law Society & Ors v The Lord Chancellor: Judicial Review of Legal Aid Reforms,N/A,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmsbj2peo000b04jw4kua4pz9,retrieved_id_citation_mismatch,no,no,no_match,0.0,,,bfdd234f-62f5-43ff-afee-559e34362309,The Law Society & Ors v The Lord Chancellor: Judicial Review of Legal Aid Reforms [2015] EWCA Civ 230,,,,no,yes,"The source ID is present in the retrieval, but it points to a record that does not match the generated citation."
cmsbqvqsj000h04jnb8tn656h,cmsbqtxwq000204jnp11i99l8,ca-2024-000255-the-king-on-the-application-of-appellant-skeleton,real,gpt-4o-mini,2026-08-02 11:56:34.529,1,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,english v emery reimbold strick ltd 2002 ewca civ 605,case_law,,Adequacy of reasons in judgments,Precedent affecting clarity in decision-making processes for claims like the Appellant's.,binding,0,,,,English v Emery Reimbold & Strick Ltd [2002] EWCA Civ 605,cmsbquoo1000b04jnq0yxkb5g,in_corpus_not_retrieved,no,yes,exact_case_name,1.0,,,,,f11564b3-860c-4adc-bd7a-d530ce37ea95,English v Emery Reimbold & Strick Ltd,,no,yes,The citation matches a corpus case but not the retrieval linked to this judgment.
cmsbqvqsj000h04jnb8tn656h,cmsbqtxwq000204jnp11i99l8,ca-2024-000255-the-king-on-the-application-of-appellant-skeleton,real,gpt-4o-mini,2026-08-02 11:56:34.529,2,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,flannery v halifax estate agencies ltd 2000 1 wlr 377,case_law,,Duty to provide adequate reasons,Relevant in assessing the clarity and sufficiency of reasons given in previous decisions adhering to A2P1.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd [2000] 1 WLR 377,cmsbquoo1000b04jnq0yxkb5g,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
cmsbr021t001104jndbjo02xo,cmsbqxnek000m04jn4kqpqi6q,ca-2024-002003-greenfields-iow-limited-v-isle-of-appellant-skeleton,real,gpt-4o-mini,2026-08-02 11:59:55.744,1,Flannery v Halifax Estate Agencies Ltd,flannery v halifax estate agencies ltd,case_law,,"All judicial decisions must provide adequate reasons for their conclusions, ensuring clarity and accountability.",This principle is applicable to planning decisions where public engagement is integral.,binding,0,,,,Flannery v Halifax Estate Agencies Ltd,cmsbqyu3t000v04jnza4ym1n9,not_found_in_corpus_registry,no,no,no_match,0.0,,,,,,,,no,yes,No standalone case-title or citation match was found in the linked retrieval or corpus registry.
